"","yy","mm","dd","hh","mm_2","wdir","wspd","gst","wvht","dpd","apd","mwd","pres","atmp","wtmp","dewp","vis","tide"
"975","2024","02","11","03","09","290","8.2","99.0","99.00","99.00","99.00","999","1021.2","13.0","13.5","999.0","99.0","99.00"
"976","2024","02","11","04","09","300","8.2","99.0","99.00","99.00","99.00","999","1021.6","12.8","13.5","999.0","99.0","99.00"
"977","2024","02","11","05","19","320","6.7","99.0","99.00","99.00","99.00","999","1021.9","12.7","13.5","999.0","99.0","99.00"
"978","2024","02","11","06","19","320","5.1","99.0","99.00","99.00","99.00","999","1022.4","12.3","13.4","999.0","99.0","99.00"
"979","2024","02","11","07","19","320","5.1","99.0","99.00","99.00","99.00","999","1022.7","12.2","13.4","999.0","99.0","99.00"
"980","2024","02","11","08","19","360","4.6","99.0","99.00","99.00","99.00","999","1022.9","11.6","13.4","999.0","99.0","99.00"
"981","2024","02","11","09","19","20","3.6","99.0","99.00","99.00","99.00","999","1023.0","11.1","13.3","999.0","99.0","99.00"
"982","2024","02","11","10","19","20","3.1","99.0","99.00","99.00","99.00","999","1023.0","10.7","13.3","999.0","99.0","99.00"
"983","2024","02","11","11","19","30","2.1","99.0","99.00","99.00","99.00","999","1022.9","10.8","13.3","999.0","99.0","99.00"
"984","2024","02","11","12","19","80","3.6","99.0","99.00","99.00","99.00","999","1023.2","10.6","13.3","999.0","99.0","99.00"
"985","2024","02","11","13","19","60","3.6","99.0","99.00","99.00","99.00","999","1023.6","9.8","13.3","999.0","99.0","99.00"
"986","2024","02","11","14","19","70","5.7","99.0","99.00","99.00","99.00","999","1023.9","9.3","13.3","999.0","99.0","99.00"
"987","2024","02","11","15","19","80","6.7","99.0","99.00","99.00","99.00","999","1024.3","9.1","13.3","999.0","99.0","99.00"
"988","2024","02","11","16","19","50","6.2","99.0","99.00","99.00","99.00","999","1024.9","9.4","13.3","999.0","99.0","99.00"
"989","2024","02","11","17","19","60","6.7","99.0","99.00","99.00","99.00","999","1024.8","9.4","13.3","999.0","99.0","99.00"
"990","2024","02","11","18","19","60","5.1","99.0","99.00","99.00","99.00","999","1024.7","9.7","13.3","999.0","99.0","99.00"
"991","2024","02","11","19","19","40","3.1","99.0","99.00","99.00","99.00","999","1024.5","10.2","13.4","999.0","99.0","99.00"
"992","2024","02","11","20","19","340","1.5","99.0","99.00","99.00","99.00","999","1024.0","11.2","13.5","999.0","99.0","99.00"
"993","2024","02","11","21","19","280","4.6","99.0","99.00","99.00","99.00","999","1023.2","11.4","13.6","999.0","99.0","99.00"
"994","2024","02","11","22","19","300","8.2","99.0","99.00","99.00","99.00","999","1022.8","12.2","13.6","999.0","99.0","99.00"
"995","2024","02","11","23","19","290","8.2","99.0","99.00","99.00","99.00","999","1022.9","12.4","13.5","999.0","99.0","99.00"
"996","2024","02","12","00","19","290","8.8","99.0","99.00","99.00","99.00","999","1023.0","12.5","13.5","999.0","99.0","99.00"
"997","2024","02","12","01","19","290","6.7","99.0","99.00","99.00","99.00","999","1022.7","12.5","13.4","999.0","99.0","99.00"
"998","2024","02","12","02","19","290","6.7","99.0","99.00","99.00","99.00","999","1022.9","12.3","13.4","999.0","99.0","99.00"
"999","2024","02","12","03","19","300","5.7","99.0","99.00","99.00","99.00","999","1023.1","12.4","13.5","999.0","99.0","99.00"
"1000","2024","02","12","04","19","310","5.1","99.0","99.00","99.00","99.00","999","1023.3","12.4","13.4","999.0","99.0","99.00"
"1001","2024","02","12","05","19","310","3.6","99.0","99.00","99.00","99.00","999","1023.6","12.4","13.4","999.0","99.0","99.00"
"1002","2024","02","12","06","19","0","0.0","99.0","99.00","99.00","99.00","999","1023.4","12.3","13.4","999.0","99.0","99.00"
"1003","2024","02","12","07","19","60","2.1","99.0","99.00","99.00","99.00","999","1023.4","12.5","13.4","999.0","99.0","99.00"
"1004","2024","02","12","08","19","50","2.6","99.0","99.00","99.00","99.00","999","1023.3","12.0","13.4","999.0","99.0","99.00"
"1005","2024","02","12","09","19","360","3.1","99.0","99.00","99.00","99.00","999","1023.1","11.4","13.4","999.0","99.0","99.00"
"1006","2024","02","12","10","19","10","3.6","99.0","99.00","99.00","99.00","999","1022.8","11.3","13.4","999.0","99.0","99.00"
"1007","2024","02","12","11","19","70","3.1","99.0","99.00","99.00","99.00","999","1022.2","10.9","13.4","999.0","99.0","99.00"
"1008","2024","02","12","12","19","60","4.6","99.0","99.00","99.00","99.00","999","1021.7","9.8","13.4","999.0","99.0","99.00"
"1009","2024","02","12","13","19","70","5.1","99.0","99.00","99.00","99.00","999","1021.6","9.7","13.5","999.0","99.0","99.00"
"1010","2024","02","12","14","19","70","5.7","99.0","99.00","99.00","99.00","999","1021.6","9.7","13.5","999.0","99.0","99.00"
"1011","2024","02","12","15","19","60","4.1","99.0","99.00","99.00","99.00","999","1021.9","9.4","13.5","999.0","99.0","99.00"
"1012","2024","02","12","16","19","50","4.6","99.0","99.00","99.00","99.00","999","1022.3","9.2","13.6","999.0","99.0","99.00"
"1013","2024","02","12","18","19","60","4.1","99.0","99.00","99.00","99.00","999","1022.6","10.0","13.6","999.0","99.0","99.00"
"1014","2024","02","12","19","19","60","3.1","99.0","99.00","99.00","99.00","999","1022.4","10.7","13.6","999.0","99.0","99.00"
"1015","2024","02","12","20","19","10","1.5","99.0","99.00","99.00","99.00","999","1021.5","12.0","13.7","999.0","99.0","99.00"
"1016","2024","02","12","21","19","290","2.6","99.0","99.00","99.00","99.00","999","1020.4","12.0","13.8","999.0","99.0","99.00"
"1017","2024","02","12","22","19","290","5.7","99.0","99.00","99.00","99.00","999","1019.7","12.3","13.9","999.0","99.0","99.00"
"1018","2024","02","12","23","19","290","4.6","99.0","99.00","99.00","99.00","999","1019.3","12.5","13.9","999.0","99.0","99.00"
"1019","2024","02","13","00","19","280","5.7","99.0","99.00","99.00","99.00","999","1019.3","12.7","13.8","999.0","99.0","99.00"
"1020","2024","02","13","01","19","270","4.6","99.0","99.00","99.00","99.00","999","1019.0","12.7","13.8","999.0","99.0","99.00"
"1021","2024","02","13","02","19","280","5.1","99.0","99.00","99.00","99.00","999","1019.3","12.6","13.8","999.0","99.0","99.00"
"1022","2024","02","13","03","19","290","3.6","99.0","99.00","99.00","99.00","999","1019.6","12.8","13.8","999.0","99.0","99.00"
"1023","2024","02","13","04","19","300","4.6","99.0","99.00","99.00","99.00","999","1019.1","12.8","13.7","999.0","99.0","99.00"
"1024","2024","02","13","05","19","320","5.1","99.0","99.00","99.00","99.00","999","1019.0","12.8","13.7","999.0","99.0","99.00"
"1025","2024","02","13","06","19","310","6.7","99.0","99.00","99.00","99.00","999","1018.6","12.2","13.7","999.0","99.0","99.00"
"1026","2024","02","13","07","19","320","6.2","99.0","99.00","99.00","99.00","999","1018.6","12.3","13.7","999.0","99.0","99.00"
"1027","2024","02","13","08","19","10","5.1","99.0","99.00","99.00","99.00","999","1018.4","11.5","13.6","999.0","99.0","99.00"
"1028","2024","02","13","09","19","360","3.1","99.0","99.00","99.00","99.00","999","1018.6","11.1","13.6","999.0","99.0","99.00"
"1029","2024","02","13","10","19","20","2.1","99.0","99.00","99.00","99.00","999","1018.0","11.0","13.5","999.0","99.0","99.00"
"1030","2024","02","13","11","19","50","2.1","99.0","99.00","99.00","99.00","999","1017.9","10.7","13.6","999.0","99.0","99.00"
"1031","2024","02","13","12","19","70","3.1","99.0","99.00","99.00","99.00","999","1017.5","10.6","13.6","999.0","99.0","99.00"
"1032","2024","02","13","13","19","80","4.1","99.0","99.00","99.00","99.00","999","1017.4","10.5","13.6","999.0","99.0","99.00"
"1033","2024","02","13","14","19","70","5.1","99.0","99.00","99.00","99.00","999","1017.7","10.2","13.6","999.0","99.0","99.00"
"1034","2024","02","13","15","19","30","2.6","99.0","99.00","99.00","99.00","999","1018.5","10.3","13.6","999.0","99.0","99.00"
"1035","2024","02","13","16","19","50","3.6","99.0","99.00","99.00","99.00","999","1018.9","10.1","13.6","999.0","99.0","99.00"
"1036","2024","02","13","17","19","90","5.7","99.0","99.00","99.00","99.00","999","1018.4","9.6","13.6","999.0","99.0","99.00"
"1037","2024","02","13","18","19","80","4.1","99.0","99.00","99.00","99.00","999","1018.4","10.7","13.6","999.0","99.0","99.00"
"1038","2024","02","13","19","19","70","1.0","99.0","99.00","99.00","99.00","999","1018.6","12.2","13.6","999.0","99.0","99.00"
"1039","2024","02","13","21","09","260","3.1","99.0","99.00","99.00","99.00","999","1017.4","12.0","13.8","999.0","99.0","99.00"
"1040","2024","02","13","22","19","280","6.2","99.0","99.00","99.00","99.00","999","1017.0","12.8","13.7","999.0","99.0","99.00"
"1041","2024","02","13","23","19","270","6.7","99.0","99.00","99.00","99.00","999","1016.7","12.7","13.6","999.0","99.0","99.00"
"1042","2024","02","14","00","19","290","8.2","99.0","99.00","99.00","99.00","999","1016.8","13.1","13.5","999.0","99.0","99.00"
"1043","2024","02","14","01","19","290","7.7","99.0","99.00","99.00","99.00","999","1017.0","13.0","13.5","999.0","99.0","99.00"
"1044","2024","02","14","02","19","290","5.7","99.0","99.00","99.00","99.00","999","1017.4","12.9","13.5","999.0","99.0","99.00"
"1045","2024","02","14","03","19","280","5.7","99.0","99.00","99.00","99.00","999","1017.6","12.9","13.5","999.0","99.0","99.00"
"1046","2024","02","14","04","09","290","5.1","99.0","99.00","99.00","99.00","999","1017.7","13.0","13.4","999.0","99.0","99.00"
"1047","2024","02","14","05","19","300","7.2","99.0","99.00","99.00","99.00","999","1018.0","12.8","13.4","999.0","99.0","99.00"
"1048","2024","02","14","06","19","320","4.6","99.0","99.00","99.00","99.00","999","1018.0","12.5","13.4","999.0","99.0","99.00"
"1049","2024","02","14","07","19","310","4.6","99.0","99.00","99.00","99.00","999","1018.4","12.4","13.3","999.0","99.0","99.00"
"1050","2024","02","14","08","19","350","1.5","99.0","99.00","99.00","99.00","999","1018.4","12.0","13.3","999.0","99.0","99.00"
"1051","2024","02","14","09","19","360","1.5","99.0","99.00","99.00","99.00","999","1018.3","12.0","13.3","999.0","99.0","99.00"
"1052","2024","02","14","10","19","350","1.0","99.0","99.00","99.00","99.00","999","1018.3","11.8","13.3","999.0","99.0","99.00"
"1053","2024","02","14","11","19","40","2.1","99.0","99.00","99.00","99.00","999","1018.1","11.8","13.3","999.0","99.0","99.00"
"1054","2024","02","14","12","19","100","1.0","99.0","99.00","99.00","99.00","999","1018.5","11.6","13.3","999.0","99.0","99.00"
"1055","2024","02","14","13","19","200","4.1","99.0","99.00","99.00","99.00","999","1018.9","11.3","13.3","999.0","99.0","99.00"
"1056","2024","02","14","14","19","210","2.1","99.0","99.00","99.00","99.00","999","1019.3","11.6","13.3","999.0","99.0","99.00"
"1057","2024","02","14","15","19","180","4.6","99.0","99.00","99.00","99.00","999","1019.9","11.8","13.3","999.0","99.0","99.00"
"1058","2024","02","14","16","19","110","5.1","99.0","99.00","99.00","99.00","999","1020.4","11.8","13.3","999.0","99.0","99.00"
"1059","2024","02","14","17","19","130","3.6","99.0","99.00","99.00","99.00","999","1022.0","11.2","13.3","999.0","99.0","99.00"
"1060","2024","02","14","18","19","110","4.6","99.0","99.00","99.00","99.00","999","1021.8","10.8","13.3","999.0","99.0","99.00"
"1061","2024","02","14","19","19","160","6.7","99.0","99.00","99.00","99.00","999","1020.7","12.3","13.4","999.0","99.0","99.00"
"1062","2024","02","14","20","19","180","6.7","99.0","99.00","99.00","99.00","999","1020.6","13.1","13.4","999.0","99.0","99.00"
"1063","2024","02","14","21","19","180","7.2","99.0","99.00","99.00","99.00","999","1019.7","13.5","13.5","999.0","99.0","99.00"
"1064","2024","02","14","22","19","180","9.3","99.0","99.00","99.00","99.00","999","1019.0","13.5","13.5","999.0","99.0","99.00"
"1065","2024","02","14","23","19","180","9.8","99.0","99.00","99.00","99.00","999","1018.6","13.3","13.5","999.0","99.0","99.00"
"1066","2024","02","15","00","19","170","10.3","99.0","99.00","99.00","99.00","999","1018.7","12.8","13.5","999.0","99.0","99.00"
"1067","2024","02","15","01","19","180","10.3","99.0","99.00","99.00","99.00","999","1018.4","13.2","13.5","999.0","99.0","99.00"
"1068","2024","02","15","02","19","170","12.4","99.0","99.00","99.00","99.00","999","1018.7","13.3","13.5","999.0","99.0","99.00"
"1069","2024","02","15","03","19","170","8.8","99.0","99.00","99.00","99.00","999","1018.8","13.4","13.4","999.0","99.0","99.00"
"1070","2024","02","15","04","19","180","9.8","99.0","99.00","99.00","99.00","999","1019.2","13.5","13.4","999.0","99.0","99.00"
"1071","2024","02","15","05","19","280","7.2","99.0","99.00","99.00","99.00","999","1020.8","12.1","13.4","999.0","99.0","99.00"
"1072","2024","02","15","06","19","260","3.1","99.0","99.00","99.00","99.00","999","1021.5","12.2","13.4","999.0","99.0","99.00"
"1073","2024","02","15","07","19","200","3.6","99.0","99.00","99.00","99.00","999","1022.1","12.8","13.4","999.0","99.0","99.00"
"1074","2024","02","15","08","19","210","2.1","99.0","99.00","99.00","99.00","999","1022.1","12.8","13.4","999.0","99.0","99.00"
"1075","2024","02","15","09","19","190","2.6","99.0","99.00","99.00","99.00","999","1022.2","12.8","13.3","999.0","99.0","99.00"
"1076","2024","02","15","10","19","130","2.6","99.0","99.00","99.00","99.00","999","1021.9","12.8","13.3","999.0","99.0","99.00"
"1077","2024","02","15","11","19","90","4.1","99.0","99.00","99.00","99.00","999","1022.1","12.3","13.5","999.0","99.0","99.00"
"1078","2024","02","15","12","19","100","1.5","99.0","99.00","99.00","99.00","999","1022.2","12.3","13.4","999.0","99.0","99.00"
"1079","2024","02","15","13","19","40","5.1","99.0","99.00","99.00","99.00","999","1022.2","12.2","13.3","999.0","99.0","99.00"
"1080","2024","02","15","14","19","60","4.6","99.0","99.00","99.00","99.00","999","1022.5","11.6","13.3","999.0","99.0","99.00"
"1081","2024","02","15","15","19","50","4.1","99.0","99.00","99.00","99.00","999","1022.9","11.5","13.4","999.0","99.0","99.00"
"1082","2024","02","15","16","19","50","2.1","99.0","99.00","99.00","99.00","999","1024.6","11.5","13.4","999.0","99.0","99.00"
"1083","2024","02","15","17","19","40","4.6","99.0","99.00","99.00","99.00","999","1024.7","11.3","13.4","999.0","99.0","99.00"
"1084","2024","02","15","18","19","30","4.6","99.0","99.00","99.00","99.00","999","1024.9","11.0","13.4","999.0","99.0","99.00"
"1085","2024","02","15","19","19","30","2.6","99.0","99.00","99.00","99.00","999","1025.5","11.9","13.6","999.0","99.0","99.00"
"1086","2024","02","15","20","09","10","3.1","99.0","99.00","99.00","99.00","999","1024.2","12.5","13.7","999.0","99.0","99.00"
"1087","2024","02","15","20","59","340","2.1","99.0","99.00","99.00","99.00","999","1023.9","13.3","13.8","999.0","99.0","99.00"
"1088","2024","02","15","21","59","300","2.6","99.0","99.00","99.00","99.00","999","1023.2","13.8","14.1","999.0","99.0","99.00"
"1089","2024","02","15","22","59","300","3.1","99.0","99.00","99.00","99.00","999","1022.7","13.8","13.9","999.0","99.0","99.00"
"1090","2024","02","15","23","59","290","5.7","99.0","99.00","99.00","99.00","999","1022.5","13.7","13.7","999.0","99.0","99.00"
"1091","2024","02","16","00","59","300","6.7","99.0","99.00","99.00","99.00","999","1022.5","13.9","13.8","999.0","99.0","99.00"
"1092","2024","02","16","21","19","0","0.0","99.0","99.00","99.00","99.00","999","1020.9","14.7","13.8","999.0","99.0","99.00"
"1093","2024","02","16","22","19","50","0.5","99.0","99.00","99.00","99.00","999","1020.1","14.6","13.8","999.0","99.0","99.00"
"1094","2024","02","16","23","19","0","0.0","99.0","99.00","99.00","99.00","999","1020.0","14.0","13.8","999.0","99.0","99.00"
"1095","2024","02","17","00","19","30","1.0","99.0","99.00","99.00","99.00","999","1019.6","14.0","13.8","999.0","99.0","99.00"
"1096","2024","02","17","01","19","0","0.0","99.0","99.00","99.00","99.00","999","1019.8","13.7","13.8","999.0","99.0","99.00"
"1097","2024","02","17","02","19","100","1.0","99.0","99.00","99.00","99.00","999","1018.9","13.6","13.8","999.0","99.0","99.00"
"1098","2024","02","17","03","19","140","0.5","99.0","99.00","99.00","99.00","999","1019.3","13.5","14.0","999.0","99.0","99.00"
"1099","2024","02","17","04","19","150","2.6","99.0","99.00","99.00","99.00","999","1019.0","13.5","13.6","999.0","99.0","99.00"
"1100","2024","02","17","05","19","0","0.0","99.0","99.00","99.00","99.00","999","1019.4","13.5","13.6","999.0","99.0","99.00"
"1101","2024","02","17","06","19","0","0.0","99.0","99.00","99.00","99.00","999","1018.8","13.4","13.6","999.0","99.0","99.00"
"1102","2024","02","17","07","19","60","1.5","99.0","99.00","99.00","99.00","999","1018.6","13.2","13.6","999.0","99.0","99.00"
"1103","2024","02","17","08","19","110","2.1","99.0","99.00","99.00","99.00","999","1018.2","13.4","13.6","999.0","99.0","99.00"
"1104","2024","02","17","09","19","120","3.1","99.0","99.00","99.00","99.00","999","1018.5","13.0","13.6","999.0","99.0","99.00"
"1105","2024","02","17","10","19","130","2.6","99.0","99.00","99.00","99.00","999","1017.7","13.4","13.5","999.0","99.0","99.00"
"1106","2024","02","17","11","19","160","4.1","99.0","99.00","99.00","99.00","999","1016.7","13.5","13.5","999.0","99.0","99.00"
"1107","2024","02","17","12","19","110","3.1","99.0","99.00","99.00","99.00","999","1016.7","12.6","13.6","999.0","99.0","99.00"
"1108","2024","02","17","13","19","140","5.7","99.0","99.00","99.00","99.00","999","1016.6","13.0","13.6","999.0","99.0","99.00"
"1109","2024","02","17","14","19","150","3.6","99.0","99.00","99.00","99.00","999","1016.2","13.6","13.6","999.0","99.0","99.00"
"1110","2024","02","17","15","19","150","5.1","99.0","99.00","99.00","99.00","999","1016.8","13.5","13.6","999.0","99.0","99.00"
"1111","2024","02","17","16","19","80","4.1","99.0","99.00","99.00","99.00","999","1016.8","12.8","13.6","999.0","99.0","99.00"
"1112","2024","02","17","17","19","170","7.2","99.0","99.00","99.00","99.00","999","1017.0","14.0","13.6","999.0","99.0","99.00"
"1113","2024","02","17","18","19","110","5.7","99.0","99.00","99.00","99.00","999","1016.9","13.0","13.6","999.0","99.0","99.00"
"1114","2024","02","17","19","19","150","7.7","99.0","99.00","99.00","99.00","999","1016.9","13.9","13.6","999.0","99.0","99.00"
"1115","2024","02","17","20","19","160","9.8","99.0","99.00","99.00","99.00","999","1014.5","13.9","13.6","999.0","99.0","99.00"
"1116","2024","02","17","21","19","100","2.6","99.0","99.00","99.00","99.00","999","1013.7","13.4","13.5","999.0","99.0","99.00"
"1117","2024","02","17","22","19","170","13.4","99.0","99.00","99.00","99.00","999","1013.1","13.9","13.5","999.0","99.0","99.00"
"1118","2024","02","17","23","19","40","4.1","99.0","99.00","99.00","99.00","999","1012.6","14.2","13.5","999.0","99.0","99.00"
"1119","2024","02","18","00","19","190","12.4","99.0","99.00","99.00","99.00","999","1011.5","13.8","13.5","999.0","99.0","99.00"
"1120","2024","02","18","01","19","170","11.8","99.0","99.00","99.00","99.00","999","1012.3","13.5","13.5","999.0","99.0","99.00"
"1121","2024","02","18","02","19","170","12.4","99.0","99.00","99.00","99.00","999","1012.4","13.3","13.5","999.0","99.0","99.00"
"1122","2024","02","18","03","19","180","14.4","99.0","99.00","99.00","99.00","999","1013.2","13.3","13.5","999.0","99.0","99.00"
"1123","2024","02","18","04","19","170","11.8","99.0","99.00","99.00","99.00","999","1014.0","13.4","13.5","999.0","99.0","99.00"
"1124","2024","02","18","05","19","180","11.3","99.0","99.00","99.00","99.00","999","1014.4","13.6","13.5","999.0","99.0","99.00"
"1125","2024","02","18","06","19","180","7.7","99.0","99.00","99.00","99.00","999","1015.0","13.8","13.5","999.0","99.0","99.00"
"1126","2024","02","18","07","19","190","8.2","99.0","99.00","99.00","99.00","999","1015.6","13.9","13.5","999.0","99.0","99.00"
"1127","2024","02","18","08","19","180","6.2","99.0","99.00","99.00","99.00","999","1015.9","13.9","13.5","999.0","99.0","99.00"
"1128","2024","02","18","09","19","180","5.1","99.0","99.00","99.00","99.00","999","1015.7","13.8","13.5","999.0","99.0","99.00"
"1129","2024","02","18","10","19","170","5.1","99.0","99.00","99.00","99.00","999","1015.6","13.6","13.5","999.0","99.0","99.00"
"1130","2024","02","18","11","19","170","4.6","99.0","99.00","99.00","99.00","999","1015.3","13.6","13.5","999.0","99.0","99.00"
"1131","2024","02","18","12","19","180","7.2","99.0","99.00","99.00","99.00","999","1015.0","13.5","13.5","999.0","99.0","99.00"
"1132","2024","02","18","13","19","80","7.2","99.0","99.00","99.00","99.00","999","1015.0","12.6","13.5","999.0","99.0","99.00"
"1133","2024","02","18","14","19","90","6.2","99.0","99.00","99.00","99.00","999","1014.8","12.1","13.5","999.0","99.0","99.00"
"1134","2024","02","18","15","19","120","5.7","99.0","99.00","99.00","99.00","999","1014.8","12.3","13.5","999.0","99.0","99.00"
"1135","2024","02","18","16","19","80","4.6","99.0","99.00","99.00","99.00","999","1014.8","12.8","13.5","999.0","99.0","99.00"
"1136","2024","02","18","17","19","110","6.2","99.0","99.00","99.00","99.00","999","1014.3","13.2","13.5","999.0","99.0","99.00"
"1137","2024","02","18","18","19","130","3.6","99.0","99.00","99.00","99.00","999","1014.0","13.8","13.5","999.0","99.0","99.00"
"1138","2024","02","18","19","19","140","6.2","99.0","99.00","99.00","99.00","999","1013.4","14.6","13.6","999.0","99.0","99.00"
"1139","2024","02","18","19","59","160","6.2","99.0","99.00","99.00","99.00","999","1013.0","15.8","13.6","999.0","99.0","99.00"
"1140","2024","02","18","21","19","170","10.3","99.0","99.00","99.00","99.00","999","1011.1","15.4","13.5","999.0","99.0","99.00"
"1141","2024","02","18","22","19","160","9.3","99.0","99.00","99.00","99.00","999","1010.4","15.6","13.6","999.0","99.0","99.00"
"1142","2024","02","18","23","19","170","13.4","99.0","99.00","99.00","99.00","999","1009.9","15.6","13.6","999.0","99.0","99.00"
"1143","2024","02","19","00","19","170","14.9","99.0","99.00","99.00","99.00","999","1009.1","15.7","13.5","999.0","99.0","99.00"
"1144","2024","02","19","01","19","160","11.8","99.0","99.00","99.00","99.00","999","1008.6","15.5","13.5","999.0","99.0","99.00"
"1145","2024","02","19","02","19","170","11.3","99.0","99.00","99.00","99.00","999","1008.2","15.6","13.6","999.0","99.0","99.00"
"1146","2024","02","19","03","19","170","16.0","99.0","99.00","99.00","99.00","999","1008.5","15.3","13.5","999.0","99.0","99.00"
"1147","2024","02","19","04","19","170","11.8","99.0","99.00","99.00","99.00","999","1008.0","15.0","13.5","999.0","99.0","99.00"
"1148","2024","02","19","05","19","170","11.3","99.0","99.00","99.00","99.00","999","1008.4","14.6","13.5","999.0","99.0","99.00"
"1149","2024","02","19","06","19","220","7.7","99.0","99.00","99.00","99.00","999","1008.7","13.2","13.5","999.0","99.0","99.00"
"1150","2024","02","19","07","19","200","8.2","99.0","99.00","99.00","99.00","999","1008.9","13.9","13.5","999.0","99.0","99.00"
"1151","2024","02","19","08","19","200","9.3","99.0","99.00","99.00","99.00","999","1008.7","13.6","13.5","999.0","99.0","99.00"
"1152","2024","02","19","09","19","180","7.2","99.0","99.00","99.00","99.00","999","1008.8","13.7","13.5","999.0","99.0","99.00"
"1153","2024","02","19","10","19","150","10.3","99.0","99.00","99.00","99.00","999","1006.8","13.5","13.5","999.0","99.0","99.00"
"1154","2024","02","19","11","19","180","9.8","99.0","99.00","99.00","99.00","999","1007.8","14.0","13.5","999.0","99.0","99.00"
"1155","2024","02","19","12","19","180","10.3","99.0","99.00","99.00","99.00","999","1008.5","14.5","13.5","999.0","99.0","99.00"
"1156","2024","02","19","13","19","180","16.5","99.0","99.00","99.00","99.00","999","1008.9","14.5","13.5","999.0","99.0","99.00"
"1157","2024","02","19","14","19","180","9.3","99.0","99.00","99.00","99.00","999","1009.7","14.4","13.5","999.0","99.0","99.00"
"1158","2024","02","19","15","19","170","12.4","99.0","99.00","99.00","99.00","999","1010.4","14.4","13.5","999.0","99.0","99.00"
"1159","2024","02","19","16","19","170","9.3","99.0","99.00","99.00","99.00","999","1011.1","14.5","13.5","999.0","99.0","99.00"
"1160","2024","02","19","17","19","170","15.4","99.0","99.00","99.00","99.00","999","1011.5","14.9","13.5","999.0","99.0","99.00"
"1161","2024","02","19","18","19","170","13.4","99.0","99.00","99.00","99.00","999","1012.0","15.0","13.5","999.0","99.0","99.00"
"1162","2024","02","19","19","19","170","17.5","99.0","99.00","99.00","99.00","999","1012.7","14.9","13.6","999.0","99.0","99.00"
"1163","2024","02","19","20","19","170","12.9","99.0","99.00","99.00","99.00","999","1012.6","15.0","13.6","999.0","99.0","99.00"
"1164","2024","02","19","21","19","170","16.0","99.0","99.00","99.00","99.00","999","1012.6","14.7","13.6","999.0","99.0","99.00"
"1165","2024","02","19","22","19","180","18.0","99.0","99.00","99.00","99.00","999","1012.5","14.8","13.6","999.0","99.0","99.00"
"1166","2024","02","19","23","19","180","11.3","99.0","99.00","99.00","99.00","999","1013.0","14.7","13.6","999.0","99.0","99.00"
"1167","2024","02","20","00","19","180","11.8","99.0","99.00","99.00","99.00","999","1013.5","14.5","13.6","999.0","99.0","99.00"
"1168","2024","02","20","01","19","180","16.0","99.0","99.00","99.00","99.00","999","1014.1","14.6","13.6","999.0","99.0","99.00"
"1169","2024","02","20","02","19","180","14.4","99.0","99.00","99.00","99.00","999","1014.7","14.5","13.6","999.0","99.0","99.00"
"1170","2024","02","20","04","19","170","9.3","99.0","99.00","99.00","99.00","999","1016.2","14.4","13.5","999.0","99.0","99.00"
"1171","2024","02","20","05","19","180","16.5","99.0","99.00","99.00","99.00","999","1016.8","14.3","13.5","999.0","99.0","99.00"
"1172","2024","02","20","06","19","180","16.5","99.0","99.00","99.00","99.00","999","1017.2","14.2","13.5","999.0","99.0","99.00"
"1173","2024","02","20","07","19","180","17.5","99.0","99.00","99.00","99.00","999","1017.3","14.2","13.5","999.0","99.0","99.00"
"1174","2024","02","20","08","19","170","17.5","99.0","99.00","99.00","99.00","999","1017.4","14.1","13.5","999.0","99.0","99.00"
"1175","2024","02","20","10","19","170","8.8","99.0","99.00","99.00","99.00","999","1017.4","14.0","13.5","999.0","99.0","99.00"
"1176","2024","02","20","11","19","170","8.2","99.0","99.00","99.00","99.00","999","1017.2","14.0","13.5","999.0","99.0","99.00"
"1177","2024","02","20","12","19","170","8.2","99.0","99.00","99.00","99.00","999","1017.1","13.9","13.5","999.0","99.0","99.00"
"1178","2024","02","20","13","19","170","7.7","99.0","99.00","99.00","99.00","999","1017.4","13.8","13.5","999.0","99.0","99.00"
"1179","2024","02","20","14","19","130","8.2","99.0","99.00","99.00","99.00","999","1017.8","13.4","13.5","999.0","99.0","99.00"
"1180","2024","02","20","15","19","100","8.2","99.0","99.00","99.00","99.00","999","1018.0","12.6","13.5","999.0","99.0","99.00"
"1181","2024","02","20","16","19","90","8.2","99.0","99.00","99.00","99.00","999","1018.9","12.3","13.5","999.0","99.0","99.00"
"1182","2024","02","20","17","19","90","7.7","99.0","99.00","99.00","99.00","999","1019.0","12.2","13.5","999.0","99.0","99.00"
"1183","2024","02","20","18","19","100","8.8","99.0","99.00","99.00","99.00","999","1018.8","13.1","13.5","999.0","99.0","99.00"
"1184","2024","02","20","19","19","120","99.0","99.0","99.00","99.00","99.00","999","1018.3","13.9","13.6","999.0","99.0","99.00"
"1185","2024","02","20","20","19","190","7.2","99.0","99.00","99.00","99.00","999","1018.2","13.8","13.6","999.0","99.0","99.00"
"1186","2024","02","20","21","19","190","11.3","99.0","99.00","99.00","99.00","999","1017.2","14.0","13.6","999.0","99.0","99.00"
"1187","2024","02","20","22","19","240","5.1","99.0","99.00","99.00","99.00","999","1018.1","11.9","13.5","999.0","99.0","99.00"
"1188","2024","02","20","22","59","180","11.3","99.0","99.00","99.00","99.00","999","1017.6","13.2","13.5","999.0","99.0","99.00"
